Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
MOSY,MoSys Inc,0.698,$46.06M,2001,Technology,Semiconductors,http//www.nasdaq.com/symbol/mosy,
MTFB,Motif Bio plc,na,na,na,na,na,http//www.nasdaq.com/symbol/mtfb,
MPAA,Motorcar Parts of America Inc,28.14,$524.26M,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/mpaa,
MDM,Mountain Province Diamonds Inc.,4.98,$795.7M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/mdm,
MRIC,MRI Interventions Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/mric,
MRVC,MRV Communications Inc,12.95,$89.06M,1992,Technology,Semiconductors,http//www.nasdaq.com/symbol/mrvc,
MSBF,MSB Financial Corp.,13.286,$79.09M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/msbf,
MSG,MSG Networks Inc.,186.3,$4.56B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http//www.nasdaq.com/symbol/msg,
MTSC,MTS Systems Corporation,48.04,$801.07M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mtsc,
LABL,Multi-Color Corporation,64.95,$1.1B,1987,Miscellaneous,Publishing,http//www.nasdaq.com/symbol/labl,
MFSF,MutualFirst Financial Inc.,27.63,$202.37M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mfsf,
MYSZ,My Size Inc,4.95,$75.8M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/mysz,
MYL,Mylan N.V.,48.53,$25.96B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/myl,
MYOK,MyoKardia Inc,19.02,$513.93M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/myok,
MYOS,MYOS RENS Technology Inc.,1.84,$9.35M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/myos,
MYRG,MYR Group Inc,28.31,$454.48M,na,Basic Industries,Water Supply,http//www.nasdaq.com/symbol/myrg,
MYGN,Myriad Genetics Inc,21.43,$1.48B,1995,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/mygn,
NBRV,Nabriva Therapeutics AG,7.21,$153.38M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nbrv,
NAKD,Naked Brand Group Inc.,1.81,$10.99M,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/nakd,
NNDM,Nano Dimension Ltd.,6.9,$51.89M,na,Technology,Electrical Products,http//www.nasdaq.com/symbol/nndm,
NANO,Nanometrics Incorporated,20.38,$505.27M,1984,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/nano,
NSTG,NanoString Technologies Inc,16.55,$328.28M,2013,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/nstg,
NH,NantHealth Inc,11.73,$1.42B,2016,Technology,EDP Services,http//www.nasdaq.com/symbol/nh,
NK,NantKwest Inc,7.23,$592.7M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/nk,
NSSC,NAPCO Security Technologies Inc,7.37,$138.46M,na,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/nssc,
NDAQ,Nasdaq Inc,69.28,$11.46B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/ndaq,
NTRA,Natera Inc,10.7,$554.07M,2015,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/ntra,
NATH,Nathan's Famous Inc,48.18,$201.01M,1993,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/nath,
NAUH,National American University Holdings Inc,2.05,$58.38M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/nauh,
NKSH,National Bankshares Inc,34.96,$243.25M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/nksh,
FIZZ,National Beverage Corp.,51.75,$2.41B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/fizz,
NCMI,National CineMedia Inc,15.21,$948.77M,2007,Consumer Services,Advertising,http//www.nasdaq.com/symbol/ncmi,
NCOM,National Commerce Corporation,26.09,$283.6M,2015,Finance,Major Banks,http//www.nasdaq.com/symbol/ncom,
NGHC,National General Holdings Corp,22.17,$2.35B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nghc,
NGHCN,National General Holdings Corp,25.8,na,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nghcn,
NGHCO,National General Holdings Corp,26.01,na,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nghco,
NGHCP,National General Holdings Corp,26.14,$57.51M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nghcp,
NGHCZ,National General Holdings Corp,26.07,na,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nghcz,
NHLD,National Holdings Corporation,3.1,$38.56M,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/nhld,
NATI,National Instruments Corporation,28.02,$3.6B,1995,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/nati,
NATL,National Interstate Corporation,32.45,$646.64M,2005,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/natl,
NRCIA,National Research Corporation,15.95,$389.84M,na,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/nrcia,
NRCIB,National Research Corporation,32.86,$803.15M,na,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/nrcib,
NSEC,National Security Group Inc,19.8,$49.75M,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/nsec,
NWLI,National Western Life Group Inc,195.02,$709.13M,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/nwli,
NAII,Natural Alternatives International Inc,10.38,$71.3M,na,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/naii,
NHTC,Natural Health Trends Corp.,33.99,$383.65M,na,Consumer Durables,Consumer Specialties,http//www.nasdaq.com/symbol/nhtc,
NATR,Nature's Sunshine Products Inc,13.4,$251.21M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/natr,
BABY,Natus Medical Incorporated,38.71,$1.28B,2001,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/baby,
NAVI,Navient Corporation,13.91,$4.41B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/navi,
NBCP,NB Capital Acquisition Corp.,na,na,na,na,na,http//www.nasdaq.com/symbol/nbcp,
NBTB,NBT Bancorp Inc.,30.9,$1.33B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/nbtb,
NCIT,NCI Inc,12.01,$162.19M,2005,Technology,EDP Services,http//www.nasdaq.com/symbol/ncit,
NKTR,Nektar Therapeutics,17.525,$2.4B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nktr,
NEOG,Neogen Corporation,56.42,$2.12B,1989,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/neog,
NEO,NeoGenomics Inc,8.02,$624.7M,na,Health Care,Precision Instruments,http//www.nasdaq.com/symbol/neo,
NEON,Neonode Inc.,1.34,$58.71M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/neon,
NEOS,Neos Therapeutics Inc,7.15,$114.91M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/neos,
NEOT,Neothetics Inc,0.8907,$12.31M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/neot,
NVCN,Neovasc Inc.,0.6071,$40.59M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nvcn,
NEPT,Neptune Technologies & Bioresources Inc,1.02,$79.5M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nept,
UEPS,Net 1 UEPS Technologies Inc,10.25,$570.11M,2005,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/ueps,
NETE,Net Element Inc,1.92,$2.19M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/nete,
NTAP,NetApp Inc,28.95,$8.11B,1995,Technology,Electronic Components,http//www.nasdaq.com/symbol/ntap,
NTES,NetEase Inc,213.2,$28.03B,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/ntes,
NFLX,Netflix Inc,95.12,$40.78B,2002,Consumer Services,Consumer Electronics/Video Chains,http//www.nasdaq.com/symbol/nflx,
NTGR,NETGEAR Inc,55.59,$1.82B,2003,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/ntgr,
NLST,Netlist Inc,1.54,$78.67M,2006,Technology,Semiconductors,http//www.nasdaq.com/symbol/nlst,
NTCT,NetScout Systems Inc,28.55,$2.63B,1999,Technology,EDP Services,http//www.nasdaq.com/symbol/ntct,
NTWK,NetSol Technologies Inc.,6.07,$64.09M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/ntwk,
CUR,Neuralstem Inc,0.294,$33.74M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/cur,
NBIX,Neurocrine Biosciences Inc,48.22,$4.18B,1996,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/nbix,
NDRM,NeuroDerm Ltd.,17.73,$383.14M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ndrm,
NURO,NeuroMetrix Inc,1.4432,$7.39M,2004,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nuro,
NUROW,NeuroMetrix Inc,0.1464,na,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nurow,
NSIG,NeuroSigma Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/nsig,
NYMT,New York Mortgage Trust Inc,6.34,$694.67M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/nymt,
NYMTO,New York Mortgage Trust Inc,23.94,na,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/nymto,
NYMTP,New York Mortgage Trust Inc,24.0248,na,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/nymtp,
NLNK,NewLink Genetics Corporation,10.53,$305.05M,2011,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nlnk,
NWS,News Corporation,14.16,$8.22B,na,Consumer Services,Newspapers/Magazines,http//www.nasdaq.com/symbol/nws,
NWSA,News Corporation,13.68,$7.94B,na,Consumer Services,Newspapers/Magazines,http//www.nasdaq.com/symbol/nwsa,
NEWS,NewStar Financial Inc,10.12,$472.23M,2006,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/news,
NEWT,Newtek Business Services Corp.,13.27,$192.3M,na,na,na,http//www.nasdaq.com/symbol/newt,
NEWTL,Newtek Business Services Corp.,25.564,na,na,na,na,http//www.nasdaq.com/symbol/newtl,
NEWTZ,Newtek Business Services Corp.,26,na,na,na,na,http//www.nasdaq.com/symbol/newtz,
NXEO,Nexeo Solutions Inc,8.99,$802.69M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/nxeo,
NXEOU,Nexeo Solutions Inc,9.81,na,2014,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/nxeou,
NXEOW,Nexeo Solutions Inc,0.65,na,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/nxeow,
NXST,Nexstar Broadcasting Group Inc,54.05,$1.66B,2003,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/nxst,
NVET,Nexvet Biopharma plc,5.28,$61.05M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nvet,
NFEC,NF Energy Saving Corporation,1.04,$6.82M,na,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/nfec,
EGOV,NIC Inc.,22.82,$1.51B,1999,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/egov,
NICE,NICE Ltd,67.36,$4.01B,na,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/nice,
NICK,Nicholas Financial Inc,10.56,$82.12M,na,Finance,Finance Companies,http//www.nasdaq.com/symbol/nick,
NCBS,Nicolet Bankshares Inc.,37.55,$323.21M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ncbs,
NIHD,NII Holdings Inc,2.36,$237.95M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/nihd,
NVLS,Nivalis Therapeutics Inc,6.12,$94.88M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nvls,
NMIH,NMI Holdings Inc,7.15,$422.77M,2013,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/nmih,
NNBR,NN Inc,16.45,$446.21M,1994,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/nnbr,
NDLS,Noodles & Company,6.97,$194.09M,2013,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/ndls,
NORT,Nordic Realty Trust Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/nort,
NDSN,Nordson Corporation,90.39,$5.16B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/ndsn,
NSYS,Nortech Systems Incorporated,3.98,$10.94M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/nsys,
NTK,Nortek Inc.,85.97,$1.4B,na,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/ntk,
NBN,Northeast Bancorp,11.14,$103.8M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/nbn,
NTIC,Northern Technologies International Corporation,13.96,$63.34M,na,Capital Goods,Industrial Specialties,http//www.nasdaq.com/symbol/ntic,
NTRS,Northern Trust Corporation,68.18,$15.45B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ntrs,
NTRSP,Northern Trust Corporation,27.73,$443.68M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ntrsp,
NFBK,Northfield Bancorp Inc,15.44,$746.42M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/nfbk,
NRIM,Northrim BanCorp Inc,25.47,$175.3M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/nrim,
NWBI,Northwest Bancshares Inc,15.05,$1.54B,2009,Finance,Major Banks,http//www.nasdaq.com/symbol/nwbi,
NWBO,Northwest Biotherapeutics Inc,0.4,$45.5M,2012,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nwbo,
NWBOW,Northwest Biotherapeutics Inc,0.3,na,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nwbow,
NWPX,Northwest Pipe Company,11.73,$112.57M,1995,Basic Industries,Steel/Iron Ore,http//www.nasdaq.com/symbol/nwpx,
NCLH,Norwegian Cruise Line Holdings Ltd.,37.63,$8.55B,2013,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/nclh,
NWFL,Norwood Financial Corp.,28.157,$103.93M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/nwfl,
NVFY,Nova Lifestyle Inc,0.749,$18.82M,na,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/nvfy,
NVMI,Nova Measuring Instruments Ltd.,11.52,$312.12M,2000,Capital Goods,Electronic Components,http//www.nasdaq.com/symbol/nvmi,
NVDQ,Novadaq Technologies Inc,11.84,$680.04M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/nvdq,
NOVT,Novanta Inc.,16.45,$566.09M,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/novt,
MIFI,Novatel Wireless Inc,2.61,$140.56M,na,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/mifi,
NVAX,Novavax Inc,7.38,$2B,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/nvax,
NVCR,NovoCure Limited,7.78,$667.33M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nvcr,
NVGN,Novogen Limited,1.9799,$33.98M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nvgn,
NUAN,Nuance Communications Inc,14.86,$4.16B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/nuan,
NMRX,Numerex Corp.,7.65,$149.14M,na,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/nmrx,
NUTR,Nutraceutical International Corporation,25.71,$236.92M,1998,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/nutr,
NTRI,NutriSystem Inc,29.22,$862.88M,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/ntri,
NUVA,NuVasive Inc,63.3,$3.18B,2004,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nuva,
NVTR,Nuvectra Corporation,7.04,$72.35M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nvtr,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,18.76,$685.95M,na,na,na,http//www.nasdaq.com/symbol/qqqx,
NVEE,NV5 Global Inc,35.19,$365.64M,2013,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/nvee,
NVEC,NVE Corporation,56.76,$274.44M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/nvec,
NVDA,NVIDIA Corporation,62.6,$33.43B,1999,Technology,Semiconductors,http//www.nasdaq.com/symbol/nvda,
NXPI,NXP Semiconductors N.V.,87.41,$29.65B,2010,Technology,Semiconductors,http//www.nasdaq.com/symbol/nxpi,
NXTM,NxStage Medical Inc,24.45,$1.58B,2005,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/nxtm,
NXTD,NXT-ID Inc.,0.439,$26.11M,na,Consumer Services,Diversified Commercial Services,http//www.nasdaq.com/symbol/nxtd,
NXTDW,NXT-ID Inc.,0.2917,na,na,Consumer Services,Diversified Commercial Services,http//www.nasdaq.com/symbol/nxtdw,
NYMX,Nymox Pharmaceutical Corporation,2.01,$90.02M,na,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/nymx,
OIIM,O2Micro International Limited,1.7673,$45.3M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/oiim,
OVLY,Oak Valley Bancorp (CA),9.99,$80.8M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ovly,
OASM,Oasmia Pharmaceutical AB,3.45,$123.29M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/oasm,
OBCI,Ocean Bio-Chem Inc,2.8,$25.61M,na,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/obci,
OPTT,Ocean Power Technologies Inc,9.12,$22.91M,2007,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/optt,
ORIG,Ocean Rig UDW Inc.,0.74,$119.06M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/orig,
OSHC,Ocean Shore Holding Co.,22.16,$143.1M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/oshc,
OCFC,OceanFirst Financial Corp.,18.95,$489.66M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/ocfc,
OCRX,Ocera Therapeutics Inc,2.44,$53.32M,2011,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ocrx,
OCLR,Oclaro Inc,7.32,$820.92M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/oclr,
OFED,Oconee Federal Financial Corp.,20.0212,$117.55M,2011,Finance,Savings Institutions,http//www.nasdaq.com/symbol/ofed,
OCUL,Ocular Therapeutix Inc,7.45,$184.92M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ocul,
OCLS,Oculus Innovative Sciences Inc,3.67,$15.42M,2007,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/ocls,
OCLSW,Oculus Innovative Sciences Inc,0.22,na,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/oclsw,
OMEX,Odyssey Marine Exploration Inc,3.53,$26.63M,na,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/omex,
ODP,Office Depot Inc,3.78,$2.06B,na,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/odp,
OFS,OFS Capital Corporation,13.68,$132.62M,na,na,na,http//www.nasdaq.com/symbol/ofs,
OHAI,OHA Investment Corporation,2.4,$48.41M,na,na,na,http//www.nasdaq.com/symbol/ohai,
OVBC,Ohio Valley Banc Corp.,21.64,$89.64M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ovbc,
OHRP,Ohr Pharmaceuticals Inc,2.64,$84.75M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ohrp,
ODFL,Old Dominion Freight Line Inc,69.65,$5.77B,1991,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/odfl,
OLBK,Old Line Bancshares Inc,19.13,$207.35M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/olbk,
ONB,Old National Bancorp,13.74,$1.85B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/onb,
OPOF,Old Point Financial Corporation,19.6205,$97.3M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/opof,
OSBC,Old Second Bancorp Inc,7.64,$225.8M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/osbc,
OSBCP,Old Second Bancorp Inc,10.38,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/osbcp,
OLLI,Ollie's Bargain Outlet Holdings Inc,26.86,$1.61B,2015,Consumer Services,Department/Specialty Retail Stores,http//www.nasdaq.com/symbol/olli,
ZEUS,Olympic Steel Inc,25.24,$276.61M,1994,Basic Industries,Metal Fabrications,http//www.nasdaq.com/symbol/zeus,
OFLX,Omega Flex Inc,35.01,$353.31M,na,Capital Goods,Industrial Specialties,http//www.nasdaq.com/symbol/oflx,
OMER,Omeros Corporation,11.31,$444.41M,2009,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/omer,
OMCL,Omnicell Inc,37.23,$1.35B,2001,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/omcl,
ON,ON Semiconductor Corporation,10.22,$4.25B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/on,
OTIV,On Track Innovations Ltd,1.2,$49.06M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/otiv,
ONS,Oncobiologics Inc,3.79,$86.42M,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/ons,
ONSIW,Oncobiologics Inc,0.32,na,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/onsiw,
ONSIZ,Oncobiologics Inc,0.5,na,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/onsiz,
OGXI,OncoGenex Pharmaceuticals Inc.,0.5295,$15.89M,na,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/ogxi,
